SMILES,alpha,beta,delta,gamma
CC(Nc1cccc(F)c1F)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,0,1,1,0
CCCN(c1ccnc(-c2ccc(CN3CCN(C(C)C)CC3)cc2F)c1)S(=O)(=O)c1cc(N2CCOCC2)cnc1OC,0,0,0,0
Nc1ncnc2[nH]nc(-c3ccc(-c4ccccc4)cc3)c12,0,0,0,0
Cn1c(Cc2nc(N3CCOCC3)cc(=O)[nH]2)nc2cccc(-c3ccccc3)c21,0,1,1,0
CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21,0,0,0,0
Cc1cc(NC(=O)CCNC(=O)Nc2nc(C)c(-c3ccc(-n4cccn4)cc3)s2)no1,1,1,1,0
O=C(c1cc([C@H]2CCCN2c2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1)N1CCOCC1,0,1,1,0
C[C@H](Nc1ncnc(N)c1C#Cc1cnccn1)c1nc2cccc(Cl)c2c(=O)n1-c1cc(F)cc(F)c1,1,1,1,1
N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1,0,1,0,0
Cn1c2c(c3ccc(Cl)c(Cl)c31)C(C#N)C1(CCNCC1)NC2=O,0,0,0,0
Cc1c(Cc2cnn3c(Cl)cc(N4CCOCC4)nc23)cccc1C(F)(F)F,0,1,1,0
CCOc1c([C@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1[C@@H]1CNC(=O)C1,0,0,1,0
O=c1cc(N2CCOCC2)oc2c(-c3ccc(Cl)c(Cl)c3)csc12,1,1,1,0
CC1(C)CC(=O)c2sc(N3CCOc4cc(Br)ccc43)nc2C1,0,0,1,0
CCC(C)[C@H](N)C(=O)Nc1nc(C)c(-c2cnc(Cl)c(NS(=O)(=O)c3ccccc3)c2)s1,1,1,1,1
CCC(=O)N1CC[C@H](Oc2ncnc3ccc(-c4cnc(OC)c(C#N)c4)cc23)C1,1,1,1,1
Oc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,1,1,1,1
N#Cc1ncccc1Nc1ccc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc2c1,1,1,1,1
CCOc1ccc(-c2nn(C3CCCCC3)c3ncnc(N)c23)cc1OC,1,0,1,1
CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3ncc[nH]3)ccc1-2,1,1,1,1
COc1ccc2c(c1)nc(C(C)C)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,0,0,0,0
C[C@H](Nc1ncnc(N)c1C#Cc1ccc(F)cn1)c1nc2c(Cl)ccc(Cl)c2c(=O)n1-c1ccccc1,1,1,1,1
CC(=O)Nc1cn2cc(-c3cnc(N)c(OC(C)C(F)(F)F)n3)ccc2n1,1,1,1,1
C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C(N)=O)c1-c1ccccc1,0,0,1,1
COc1ncc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C)CC5)c4)c3c2)cc1C#N,1,0,1,0
C[C@H](Nc1ncnc(N)c1C#Cc1cnccn1)c1nc2cccc(F)c2c(=O)n1-c1cccc(F)c1,1,1,1,1
Cc1nc(N)ncc1-c1nc(N2CCOCC2)c2sc(C(C)(C)O)cc2n1,1,1,1,1
O=C(CCCCCCn1cnc2c(N3CCOCC3)nc(-c3cccc(CO)c3)nc21)NO,1,1,1,1
O=c1cc(N2CCOCC2)nc(Cc2nc3cc(C(F)(F)F)ccc3[nH]2)[nH]1,0,1,0,0
CC(C)(C)c1ccc(S(=O)(=O)N2CCN(Cn3cc4c(=O)oc5ccccc5c4n3)CC2)cc1,1,0,1,0
CC(C)n1nc(-c2ccc3nc[nH]c(=O)c3c2)c2c(N)ncnc21,1,1,1,1
Cc1nc(NC(=O)[C@H](N)C(C)C)sc1-c1cnc(Cl)c(NS(=O)(=O)c2ccccc2)c1,1,1,1,0
C[C@H](Nc1nc(N)nc(N)c1C#N)c1nn(-c2cccc(S(C)(=O)=O)c2)c2cc(Cl)ccc12,1,1,1,1
C[C@H]1COCCN1c1cc(C2(S(=O)(=O)C3CC3)CC2)nc(-c2ccc(NC(=S)NCCO)cc2)n1,1,0,0,0
CO/C=C/C(=O)c1cc2c3c(c(N)cc(NC(=O)C(C)C)c3n1)N=C2,1,1,1,1
Cc1cc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)ccc1F,1,1,1,0
C[C@H](Nc1ncnc(N)c1C#Cc1ccc(F)cn1)c1nc2cccc(Cl)c2c(=O)n1-c1cccc(-c2ccccc2)c1,1,1,1,1
CCC(=O)Nc1nc(C)c(-c2cnc(Cl)c(NS(=O)(=O)c3ccccc3)c2)s1,1,1,1,1
Cc1nc(NC(=O)C2(N)CC2)sc1-c1cnc(Cl)c(NS(=O)(=O)c2ccccc2)c1,1,1,1,1
O=c1cc(N2CCOCC2)nc(Cc2nc3ccccc3o2)[nH]1,0,1,1,0
CC1(C)CC(=O)c2sc(N3CCOC[C@@H]3Cc3ccccc3)nc2C1,1,0,0,0
COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@@H](C)O[C@@H](C)C4)nc3n2)cc1CO,0,0,0,0
CC1(C)CNC(=O)c2sc(N3CCOC[C@@H]3Cc3c[nH]c4ccccc34)nc2C1,1,0,1,1
COc1ccc(Nc2ncccc2-c2nc(C)nc(N)n2)cn1,1,1,1,1
CC(C)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,1,1,1,1
O=C1NCc2c1cc(O[C@@H]1CCN(C(=O)C3CCOCC3)C1)cc2-c1cc(O)cc(F)c1,1,1,1,0
C[C@H](Nc1ncnc(N)c1C#Cc1ccc(F)cn1)c1nc2cccc(Cl)c2c(=O)n1N1CCOCC1,1,1,1,1
Cc1cc(NC(=O)CCNC(=O)Nc2nc(C)c(-c3ccc(S(C)(=O)=O)c(F)c3)s2)no1,1,1,1,1
COc1ncc(-c2ccc3nccc(-c4ccc(CN(C)C)cc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,1,1,1,1
COc1cc(F)cc(C#Cc2c(N)ncnc2N[C@@H](C)c2nc3c(F)ccc(F)c3c(=O)n2-c2ccccc2)c1,1,1,1,1
O=S(=O)(Nc1cc(-c2ccc3nccc(N4CCN(Cc5ccncc5)CC4)c3c2)cnc1Cl)c1ccc(F)cc1,1,1,1,1
COc1ncc(-c2nc(N3CCOCC3)c3ncn(CCCCCCC(=O)NO)c3n2)cn1,1,0,1,1
Cc1cc(Oc2ccccc2C)c2[nH]c(N3CCOCC3)cc(=O)c2c1,0,1,1,0
c1cc(-c2cnc3[nH]ccc3c2)ccn1,0,0,0,0
Cc1cc(NCc2ccccc2C)c2nc(N3CCOCC3)cc(=O)n2c1,1,1,1,0
CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCN(C(=O)C4CC4)CC3=O)cc2n1,1,1,1,1
CC(C)c1cc(C(C)C)c(S(=O)(=O)N2CCN(Cn3cc4c(=O)oc5ccccc5c4n3)CC2)c(C(C)C)c1,1,1,1,1
CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,1,1,1,1
Cc1nc(N)nc(-n2c(Nc3cn[nH]c3)nc3ccccc32)n1,1,1,1,1
COC(=O)c1ccnc(C#Cc2c(N)ncnc2N[C@@H](C)c2nc3cccc(Cl)c3c(=O)n2-c2ccccc2)c1,1,1,1,1
CC(C)(C)NS(=O)(=O)c1cncc(-c2cc(F)c3nc(N)nn3c2)c1,0,0,0,1
COc1ccc(Nc2ncc(CN3CCC(S(C)(=O)=O)C3)cc2-c2nc(C)nc(N)n2)cn1,1,1,1,1
CC(C)n1nc(-c2ccc3nc(N)oc3c2)c2c(N)ncnc21,0,0,1,1
COCC(=O)NC1CCCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1,1,0,1,1
CC(C)n1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,0,0,0,0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(OC(F)(F)F)cccc21,1,1,1,0
CN(C1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)C1)S(C)(=O)=O,1,1,1,1
Nc1cc(C(F)(F)F)c(-c2nc3c(c(N4CCOCC4)n2)CCN(C(=O)c2cc(Cc4n[nH]c(=O)c5ccccc45)ccc2F)C3)cn1,1,1,1,1
COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,0,0,0,0
Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCCC1,1,1,1,1
O=c1cc(N2CCOCC2)nc2n(Cc3cccc4ccccc34)c3ccccc3n12,0,1,1,0
COc1ncc(-c2ccc3ncnc(N[C@H]4CCN(C(=O)C5CCOCC5)C4)c3c2)cc1C#N,1,1,1,1
COc1ncc(-c2cc(OCC3CCC3)cc3c2CNC3=O)cc1NS(C)(=O)=O,1,1,1,1
Cc1cc(C)c(S(=O)(=O)n2cc3c(=O)oc4ccccc4c3n2)c(C)c1,1,0,0,1
CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CNC3)ccc1-2,1,1,1,1
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCNC1,0,1,1,0
C[C@H](Nc1ncnc(N)c1C#Cc1ccc(F)cn1)c1nc2cccc(C(F)F)c2c(=O)n1-c1ccccc1,1,1,1,1
N[C@@H](Cc1ccccc1)C(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1,0,0,0,0
CC(=O)N1CCC(n2nc(-c3cc4cc(O)cc(Cl)c4[nH]3)c3c(N)ncnc32)CC1,1,1,1,1
c1cnc(Nc2cccc3n[nH]cc23)c(-c2ncnc3nc[nH]c23)c1,0,0,0,1
CC(C)n1nc(-c2ccc3c(c2)OCCO3)c2c(N)ncnc21,0,0,0,0
Cc1nc(NC(=O)N2C[C@H](F)C[C@H]2C(N)=O)sc1-c1csc(C(C)(C)C)n1,1,0,0,0
Cn1nc(-c2cc3ccccc3s2)c2c(N)ncnc21,0,0,0,0
Nc1ncc(-c2nc(N3CCOCC3)c3ncn(CCCCCCC(=O)NO)c3n2)cn1,1,1,1,1
Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(C)(C)c2ccc(N3CCOCC3)cc21,0,1,1,0
COC(Cn1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21)OC,1,0,1,1
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,0,0,0,0
CC(Nc1cccc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,0,1,1,0
Cc1nc(N)nc(-n2c(Nc3ccnn3C)nc3ccccc32)n1,0,0,0,0
C[C@H](Nc1ncnc(N)c1C#Cc1cnccn1)c1nc2cccc(C(F)F)c2c(=O)n1-c1cccc(C#N)c1,1,1,1,1
CNC(=O)c1ccc(Nc2nc3ccccc3n2-c2nc(C)nc(N)n2)o1,1,0,1,1
Cc1ccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)cc1,1,0,0,0
COc1cc(F)cc(C#Cc2c(N)ncnc2N[C@@H](C)c2nc3cccc(F)c3c(=O)n2-c2ccccc2)c1,1,1,1,1
CC(=O)Nc1nc(C)c(-c2ccc(C(C)=O)cc2)s1,1,0,1,1
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCC(O)CC2)cc2c(=O)cc(N3CCOCC3)oc12,0,1,1,1
CCOC(Cn1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21)OCC,1,0,0,0
CC(C)NC(=O)c1c(-c2ccccc2)c([C@H](C)Nc2ncnc(N)c2C#N)nc2ccc(F)cc12,0,0,1,1
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2cc(F)ccc21,1,1,1,0
CNC(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,1,0,1,0
Cc1nc(NC(=O)N2CCC[C@@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C)c1,0,0,0,0
CC1(C)Cc2nc(N3CCOc4ccc(-c5cn[nH]c5)cc43)sc2C(=O)N1,1,1,1,1
Cc1c(CN2CCN(C(=O)CN)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,1,1,1,1
O=Cc1ccc(N2CCOCC2)cc1O,0,0,0,0
Cc1ccccc1Cn1ccn2c(=O)cc(N3CCOCC3)nc12,0,1,1,0
CN(C)C(=O)c1cc(CN(C)c2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1,1,1,1,0
C[C@H](Nc1ncnc2[nH]ccc12)c1nc2cccc(Cl)c2c(=O)n1-c1cccc(OCC(F)(F)F)c1,0,0,1,1
O=S(=O)(Nc1cc(-c2ccc3nncc(-n4ccnc4)c3c2)cnc1Cl)c1ccccc1,1,1,1,1
COC(=O)N1CCN(Cc2cnc(Nc3ccc(OC)nc3)c(-c3nc(C)nc(N)n3)c2)CC1,1,1,1,1
Cc1nc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)c[nH]1,1,1,1,1
Cn1cc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)CC(C)(C)C4)CCO3)cn1,1,1,1,1
CC1(C)CCCC2(C)c3c(oc4c(B(O)O)c(O)c(O)cc34)CCC12,1,0,0,0
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1F,1,0,1,1
O=c1oc2ccccc2c2nn(S(=O)(=O)c3ccc(F)cc3)cc12,0,0,0,0
Cc1nn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1Cl,1,1,1,1
Cc1cc(O)ccc1-c1nn(C(C)C)c2ncnc(N)c12,1,0,1,0
CC(=O)Nc1nc2ccc(-c3nn(Cc4cc5ccccc5nc4N4CCN(C)CC4)c4ncnc(N)c34)cc2s1,1,1,1,1
O=c1ncn(Cc2ccccc2Cl)c2nc(N3CCOCC3)sc12,0,1,1,0
O=C(O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2c(Br)cccc21,0,1,1,0
COc1ncc(N2CCOCC2)cc1S(=O)(=O)N(C)c1ccnc(-c2ccc(CN3CCN(C(C)(C)C)CC3)cc2F)c1,0,0,0,0
CC(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,1,0,1,0
Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,0,0,1,1
CC(C)n1nc(C#Cc2cccnc2)c2c(N)ncnc21,1,1,1,1
Oc1cccc(-c2nc(N3CCOCC3)c3sc(CN4CC[C@H]5[C@H](CCc6nnc(C(F)(F)F)n65)C4)cc3n2)c1,1,1,1,1
CSc1nn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1Cl,0,1,1,1
C[C@@H]1COCCN1c1cc(=O)n2c(n1)N(Cc1cncc(Cl)c1)[C@H](C(F)(F)F)CC2,0,0,0,0
COCCS(=O)(=O)Nc1cc(-c2cc3c(c(OC[C@H]4CN(C5COC5)CCO4)c2)COC3)cnc1OC,1,1,1,1
Cc1c(Cl)cccc1Cn1cnc(=O)c2sc(N3CCOCC3)nc21,0,1,1,0
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccc(-n2cccn2)cc1,1,0,1,1
Cc1nc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc2n1C(C)C,1,1,1,1
COc1ccc(-c2ccc3ncnc(N4CCC[C@H](C(=O)N5CCN(C)CC5)C4)c3c2)cn1,0,0,1,0
Cc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2n1,1,0,1,1
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(C#N)cc12,1,1,1,1
C[C@H]1OC(=O)N(c2nc(-c3cnc(N)nc3C(F)(F)F)cc(N3CCOCC3)n2)[C@H]1CO,1,1,1,1
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCC1,1,0,1,1
Nc1ncc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)c(OCC(F)(F)F)n1,1,1,1,1
CCN(C)C(=O)c1cc(C(C)Nc2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1,0,1,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1ccccn1)c1nc2cccc(Cl)c2c(=O)n1-c1cc(F)cc(F)c1,1,1,1,1
Cc1cc(-c2cccnc2Nc2cccc(O)c2)nc(N)n1,0,0,0,0
CC(=O)c1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,0,0,1,0
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,0,0,0,0
CN(C)C(=O)c1cc(CN2CCOc3c(F)cccc32)c2oc(N3CCOCC3)cc(=O)c2c1,1,1,1,1
Cc1cccc(-c2n[nH]c3ncnc(N)c23)c1C,0,0,0,0
O=c1oc2ccccc2c2nn(CN3CCN(S(=O)(=O)c4ccc(Br)cc4)CC3)cc12,0,0,0,0
CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5ccncc5)cc43)nc2C1,1,0,1,1
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccc(S(C)(=O)=O)cc1,1,0,0,0
C[C@H](Nc1ncnc(N)c1C#Cc1ccccn1)c1nc2cccc(Cl)c2c(=O)n1-c1cccc(S(N)(=O)=O)c1,1,1,1,1
Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,1,1,1,1
Nc1ncc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cn1,0,0,0,1
Cc1ccc(-c2n[nH]c3ncnc(N)c23)cc1,0,0,0,0
Nc1ncc(-c2nc(N3CCOCC3)c3ccn(CCCCCCC(=O)NO)c3n2)cn1,1,1,1,1
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,0,0,0,0
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCCC2)cc2c(=O)cc(N3CCOCC3)oc12,1,1,1,1
C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(N2CCOCC2)c1-c1ccccn1,1,1,1,1
COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,0,0,1,0
Cc1nc(C(=O)Nc2cc(-c3cnc(Cl)c(NS(=O)(=O)c4ccccc4)c3)cc3[nH]ncc23)cs1,1,1,1,1
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCCCC2)cc2c(=O)cc(N3CCOCC3)oc12,0,1,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1ccc(F)cn1)c1nc2cccc(Cl)c2c(=O)n1-c1cc(F)cc(F)c1,1,1,1,1
COc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1OC,1,1,1,0
O=C([C@H]1CCCCN1)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1,0,1,1,0
Cc1c(Cc2c(=O)[nH]n3c(=O)cc(C4CCOCC4)[nH]c23)cccc1C(F)(F)F,0,1,1,0
CCOC(=O)C(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21,0,0,0,0
C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(N2CC(O)C2)c1-c1ccccn1,0,1,1,1
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,0,0,0,0
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccc(F)cc3Cl)c2)cnc1N,1,0,1,1
C[C@H]1CC[C@@H](c2nc3c(F)cc(F)cc3c(=O)n2-c2cccnc2)N1c1nc(N)nc(N)c1C#N,0,0,0,0
CN1CCN(c2ncc(-c3csc4c(=O)cc(N5CCOCC5)oc34)cn2)CC1,1,1,1,0
COc1ccc(-c2cc(CNc3ccc(S(=O)(=O)Nc4nnc(C)s4)cc3)cc(C(=O)O)c2)cn1,1,1,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1cnc(N)cc1C(F)(F)F)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1,1,1,1
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(Br)c1,0,1,1,0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,0,0,0,0
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,0,0,0,0
COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1OC,0,0,0,0
Cc1cccc2c(=O)n(-c3ccccc3)c([C@H](C)Nc3ncnc(N)c3C#Cc3ccc(F)cn3)nc12,1,1,1,1
O=c1ncn(CCc2ccccc2)c2nc(N3CCOCC3)sc12,0,1,1,0
CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,0,0,1,0
C[C@H](Nc1ncnc(N)c1C#CC1CC1)c1nc2cccc(Cl)c2c(=O)n1-c1cc(F)cc(F)c1,1,1,1,1
COCCN1CCN(Cc2ccc(-c3cc(NS(=O)(=O)c4cc(N5CCOCC5)cnc4OC)ccn3)c(F)c2)CC1.O=CO,0,0,0,0
CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,0,0,0,0
COCC(=O)N(C)C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1,0,1,1,0
CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2cncnc21,1,0,1,1
CC(C)n1cc(-c2cccc(O)c2)c2c(N)ncnc21,0,0,0,0
CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,0,0,0,0
Cc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,1,0,1,1
CC1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)sc1C(=O)O,0,0,0,0
Cc1nn2c(O)cc(N3CCOC(C)C3)nc2c1Cc1cccc(C(F)(F)F)c1C,1,1,1,1
Cc1cccc2nc(Cc3nc(N4CCOCC4)cc(=O)[nH]3)oc12,0,1,0,0
Cc1c(Cn2ccn3c(=O)nc(N4CCOCC4)cc23)cccc1C(F)(F)F,0,1,1,0
CC(C)n1nc(-c2cccc(O)c2F)c2c(N)ncnc21,0,0,1,0
CC(C)n1nc(-c2cc3cc(C=O)ccc3s2)c2c(N)ncnc21,0,0,0,0
N=C(N)NCCCC(NC(=O)CCC(=O)OC[N+]1(c2cc(=O)c3cccc(-c4ccccc4)c3o2)CCOCC1)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)[O-],1,1,0,0
COc1cccc2c1CCN2C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,0,1,1,0
COc1ccc(-c2ccc3ncnc(N[C@H]4CCN(C(=O)C5CC5)C4)c3c2)cn1,1,1,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1cn[nH]c1)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1,1,1,1
Cc1nc(N)nc(-c2cccnc2Nc2cccc3[nH]ncc23)n1,1,1,1,1
COc1ncc(-c2ccc3ncnc(N[C@H]4CCN(C(C)=O)C4)c3c2)cc1NS(C)(=O)=O,1,1,1,1
COc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,1,1,1,1
O=C(NOCCOCCOCCOCCN(CCO)c1nc(N2CCOCC2)nc(-n2c(C(F)F)nc3ccccc32)n1)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,1,0,1,0
C=CCn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,0,0,0,0
Cc1nc(N)ncc1-c1nc(N2CCOCC2)c2sc(CN3CCN(S(C)(=O)=O)CC3)cc2n1,1,1,1,1
Nc1nc2cc(-c3nn(C4CC(=O)C4)c4ncnc(N)c34)ccc2o1,1,0,1,1
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(C)CO,0,0,0,0
Cc1ccc(Cl)c2c(=O)n(-c3ccccc3)c([C@H](C)Nc3ncnc(N)c3C#Cc3ccc(F)cn3)nc12,1,1,1,1
Cc1ccc(S(=O)(=O)N[C@H]2CC[C@H](O)CC2)cc1-c1cnc(N)c(C(=O)C2CC2)n1,1,0,1,1
O=S(=O)(Nc1cc(-c2cc3c(-c4ccncc4)ncnc3s2)cnc1Cl)c1ccc(F)cc1F,1,1,1,1
O=S(=O)(Nc1cc(-c2ccc3nncc(N4CCOCC4)c3c2)cnc1Cl)c1ccccc1,1,1,1,1
COc1ccc(S(=O)(=O)n2cc3c(=O)oc4ccccc4c3n2)cc1,0,0,0,0
Cc1ccc(-c2n[nH]c3ncnc(N)c23)cc1OCc1ccccc1,0,0,0,0
CC1(C)CC(=O)c2sc(N3CCOCC3Cc3ccc4ccccc4c3)nc2C1,0,0,0,0
CCS(=O)(=O)Nc1cc(-c2ccc3ncnc(Nc4cccc(C(=O)OC)c4)c3c2)cnc1OC,1,0,0,0
Cc1nc2c(-c3cnc[nH]3)cc(N3CCOCC3)nn2c1Cc1cccc(C(F)(F)F)c1C,1,1,1,0
O=C(c1ccc2nc(Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)[nH]c2c1)N1CCOCC1,0,0,0,0
O=c1cc(N2CCOCC2)nc(Cc2nc3c(-c4ccccc4)c(F)ccc3o2)[nH]1,0,1,1,0
CC(=O)Nc1ccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)cc1,1,0,1,1
O=c1cc(N2CCOCC2)nc(Cc2nc3c(-c4cccnc4)cccc3o2)[nH]1,0,1,1,0
Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(C)(C)c2ncc(N3CCOCC3)cc21,1,1,1,1
CC(c1cc(C(=O)N2CCCC2)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1,0,1,1,0
C[C@H]1CC[C@@H](c2nc3cccc(Cl)c3c(=O)n2-c2cccc(F)c2)N1c1ncnc2[nH]cnc12,0,1,1,1
C[C@H]1CC[C@@H](c2nc3cccc(Cl)c3c(=O)n2-c2cccc(F)c2)N1c1ncnc(N)c1C#N,1,1,1,1
Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(CO)(CO)c2ccc(N3CCOCC3)cc21,0,1,1,0
Cc1ccc2c(c1)-c1nc3cc(F)ccc3n1CCO2,1,1,0,0
COc1ncc(N2CCOCC2)cc1S(=O)(=O)Nc1ccnc(-c2ccc(CN3CCN(C(C)C)CC3)cc2F)c1,0,0,0,0
C[C@@H](C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)N[C@@H](CO)C5CC5)c4n3)cc(OC(F)F)c2C1=O,0,0,0,1
CC(=O)N1CCC(n2nc(-c3cc4c(Cl)ccc(O)c4[nH]3)c3c(N)ncnc32)CC1,1,1,1,1
COc1ncc(N2CCc3ncnc(-c4ccnc(NC5CCNCC5)c4)c3C2)cc1C,0,0,1,0
